SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource
186F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116094 NCBI ENA,SRX8638734,SAMN15348569,BRA074
189F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116055 NCBI ENA,SRX8638773,SAMN15348570,BRA074
18F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116054 NCBI ENA,SRX8638774,SAMN15348571,BRA074
18F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116053 NCBI ENA,SRX8638775,SAMN15348572,BRA074
191F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116052 NCBI ENA,SRX8638776,SAMN15348573,BRA074
191F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116051 NCBI ENA,SRX8638777,SAMN15348574,BRA074
194F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116050 NCBI ENA,SRX8638778,SAMN15348575,BRA074
196F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116049 NCBI ENA,SRX8638779,SAMN15348576,BRA074
197F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116048 NCBI ENA,SRX8638780,SAMN15348577,BRA074
198F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116047 NCBI ENA,SRX8638781,SAMN15348578,BRA074
19F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116046 NCBI ENA,SRX8638782,SAMN15348579,BRA074
19F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116044 NCBI ENA,SRX8638784,SAMN15348580,BRA074
1F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116043 NCBI ENA,SRX8638785,SAMN15348581,BRA074
201F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116042 NCBI ENA,SRX8638786,SAMN15348582,BRA074
202F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116041 NCBI ENA,SRX8638787,SAMN15348583,BRA074
203F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116040 NCBI ENA,SRX8638788,SAMN15348584,BRA074
204F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116039 NCBI ENA,SRX8638789,SAMN15348585,BRA074
205F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116038 NCBI ENA,SRX8638790,SAMN15348586,BRA074
205F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116037 NCBI ENA,SRX8638791,SAMN15348587,BRA074
206F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116036 NCBI ENA,SRX8638792,SAMN15348588,BRA074
208F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116035 NCBI ENA,SRX8638793,SAMN15348589,BRA074
20F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116033 NCBI ENA,SRX8638795,SAMN15348590,BRA074
20F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116032 NCBI ENA,SRX8638796,SAMN15348591,BRA074
213F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116031 NCBI ENA,SRX8638797,SAMN15348592,BRA074
215F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116030 NCBI ENA,SRX8638798,SAMN15348593,BRA074
216F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116029 NCBI ENA,SRX8638799,SAMN15348594,BRA074
216F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116028 NCBI ENA,SRX8638800,SAMN15348595,BRA074
217F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116027 NCBI ENA,SRX8638801,SAMN15348596,BRA074
218F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116026 NCBI ENA,SRX8638802,SAMN15348597,BRA074
220F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116025 NCBI ENA,SRX8638803,SAMN15348598,BRA074
223F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116024 NCBI ENA,SRX8638804,SAMN15348599,BRA074
223F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116022 NCBI ENA,SRX8638806,SAMN15348600,BRA074
224F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116237 NCBI ENA,SRX8638807,SAMN15348601,BRA074
224F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116236 NCBI ENA,SRX8638592,SAMN15348602,BRA074
225F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116235 NCBI ENA,SRX8638593,SAMN15348603,BRA074
228F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116234 NCBI ENA,SRX8638594,SAMN15348604,BRA074
229F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116233 NCBI ENA,SRX8638595,SAMN15348605,BRA074
22F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116232 NCBI ENA,SRX8638596,SAMN15348606,BRA074
231F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116231 NCBI ENA,SRX8638597,SAMN15348607,BRA074
232F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116230 NCBI ENA,SRX8638598,SAMN15348608,BRA074
232F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116229 NCBI ENA,SRX8638599,SAMN15348609,BRA074
236F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116227 NCBI ENA,SRX8638601,SAMN15348610,BRA074
239F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116226 NCBI ENA,SRX8638602,SAMN15348611,BRA074
241F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116225 NCBI ENA,SRX8638603,SAMN15348612,BRA074
244F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116224 NCBI ENA,SRX8638604,SAMN15348613,BRA074
245F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116223 NCBI ENA,SRX8638605,SAMN15348614,BRA074
248F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116222 NCBI ENA,SRX8638606,SAMN15348615,BRA074
249F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116221 NCBI ENA,SRX8638607,SAMN15348616,BRA074
249F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116220 NCBI ENA,SRX8638608,SAMN15348617,BRA074
24F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116219 NCBI ENA,SRX8638609,SAMN15348618,BRA074
250F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116218 NCBI ENA,SRX8638610,SAMN15348619,BRA074
250F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116216 NCBI ENA,SRX8638612,SAMN15348620,BRA074
251F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116215 NCBI ENA,SRX8638613,SAMN15348621,BRA074
252F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116214 NCBI ENA,SRX8638614,SAMN15348622,BRA074
253F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116213 NCBI ENA,SRX8638615,SAMN15348623,BRA074
253F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116212 NCBI ENA,SRX8638616,SAMN15348624,BRA074
255F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116211 NCBI ENA,SRX8638617,SAMN15348625,BRA074
257F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116210 NCBI ENA,SRX8638618,SAMN15348626,BRA074
257F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116209 NCBI ENA,SRX8638619,SAMN15348627,BRA074
258F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116208 NCBI ENA,SRX8638620,SAMN15348628,BRA074
259F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116207 NCBI ENA,SRX8638621,SAMN15348629,BRA074
25F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116205 NCBI ENA,SRX8638623,SAMN15348630,BRA074
261F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116204 NCBI ENA,SRX8638624,SAMN15348631,BRA074
269F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116203 NCBI ENA,SRX8638625,SAMN15348632,BRA074
26F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116202 NCBI ENA,SRX8638626,SAMN15348633,BRA074
274F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116310 NCBI ENA,SRX8638627,SAMN15348634,BRA074
278F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116308 NCBI ENA,SRX8638520,SAMN15348635,BRA074
278F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116307 NCBI ENA,SRX8638521,SAMN15348636,BRA074
280F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116306 NCBI ENA,SRX8638522,SAMN15348637,BRA074
282F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116305 NCBI ENA,SRX8638523,SAMN15348638,BRA074
283F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116304 NCBI ENA,SRX8638524,SAMN15348639,BRA074
283F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116302 NCBI ENA,SRX8638526,SAMN15348640,BRA074
284F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116301 NCBI ENA,SRX8638527,SAMN15348641,BRA074
289F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116300 NCBI ENA,SRX8638528,SAMN15348642,BRA074
293F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116299 NCBI ENA,SRX8638529,SAMN15348643,BRA074
29F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116298 NCBI ENA,SRX8638530,SAMN15348644,BRA074
2F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116297 NCBI ENA,SRX8638531,SAMN15348645,BRA074
2F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116296 NCBI ENA,SRX8638532,SAMN15348646,BRA074
300F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116295 NCBI ENA,SRX8638533,SAMN15348647,BRA074
305F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116294 NCBI ENA,SRX8638534,SAMN15348648,BRA074
308F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116293 NCBI ENA,SRX8638535,SAMN15348649,BRA074
30F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116291 NCBI ENA,SRX8638537,SAMN15348650,BRA074
311F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116290 NCBI ENA,SRX8638538,SAMN15348651,BRA074
311F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116289 NCBI ENA,SRX8638539,SAMN15348652,BRA074
31F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116288 NCBI ENA,SRX8638540,SAMN15348653,BRA074
31F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116287 NCBI ENA,SRX8638541,SAMN15348654,BRA074
320F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116286 NCBI ENA,SRX8638542,SAMN15348655,BRA074
320F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116285 NCBI ENA,SRX8638543,SAMN15348656,BRA074
323F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116284 NCBI ENA,SRX8638544,SAMN15348657,BRA074
324F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116283 NCBI ENA,SRX8638545,SAMN15348658,BRA074
32F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116282 NCBI ENA,SRX8638546,SAMN15348659,BRA074
330F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116280 NCBI ENA,SRX8638548,SAMN15348660,BRA074
333F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116279 NCBI ENA,SRX8638549,SAMN15348661,BRA074
335F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116278 NCBI ENA,SRX8638550,SAMN15348662,BRA074
335F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116277 NCBI ENA,SRX8638551,SAMN15348663,BRA074
337F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116276 NCBI ENA,SRX8638552,SAMN15348664,BRA074
338F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116275 NCBI ENA,SRX8638553,SAMN15348665,BRA074
339F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116274 NCBI ENA,SRX8638554,SAMN15348666,BRA074
33F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116093 NCBI ENA,SRX8638555,SAMN15348667,BRA074
355F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116092 NCBI ENA,SRX8638736,SAMN15348668,BRA074
359F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116091 NCBI ENA,SRX8638737,SAMN15348669,BRA074
361F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116088 NCBI ENA,SRX8638740,SAMN15348670,BRA074
368F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116087 NCBI ENA,SRX8638741,SAMN15348671,BRA074
369F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116086 NCBI ENA,SRX8638742,SAMN15348672,BRA074
36F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116085 NCBI ENA,SRX8638743,SAMN15348673,BRA074
370F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116084 NCBI ENA,SRX8638744,SAMN15348674,BRA074
372F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116083 NCBI ENA,SRX8638745,SAMN15348675,BRA074
378F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116082 NCBI ENA,SRX8638746,SAMN15348676,BRA074
379F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116081 NCBI ENA,SRX8638747,SAMN15348677,BRA074
37F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116080 NCBI ENA,SRX8638748,SAMN15348678,BRA074
380F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116079 NCBI ENA,SRX8638749,SAMN15348679,BRA074
384F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116077 NCBI ENA,SRX8638751,SAMN15348680,BRA074
397F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116076 NCBI ENA,SRX8638752,SAMN15348681,BRA074
3F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116075 NCBI ENA,SRX8638753,SAMN15348682,BRA074
3F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116074 NCBI ENA,SRX8638754,SAMN15348683,BRA074
413F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116073 NCBI ENA,SRX8638755,SAMN15348684,BRA074
414F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116072 NCBI ENA,SRX8638756,SAMN15348685,BRA074
415F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116071 NCBI ENA,SRX8638757,SAMN15348686,BRA074
417F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116070 NCBI ENA,SRX8638758,SAMN15348687,BRA074
427F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116069 NCBI ENA,SRX8638759,SAMN15348688,BRA074
42F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116068 NCBI ENA,SRX8638760,SAMN15348689,BRA074
430F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116066 NCBI ENA,SRX8638762,SAMN15348690,BRA074
433F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116065 NCBI ENA,SRX8638763,SAMN15348691,BRA074
433F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116064 NCBI ENA,SRX8638764,SAMN15348692,BRA074
436F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116063 NCBI ENA,SRX8638765,SAMN15348693,BRA074
440F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116062 NCBI ENA,SRX8638766,SAMN15348694,BRA074
443F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116061 NCBI ENA,SRX8638767,SAMN15348695,BRA074
449F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116060 NCBI ENA,SRX8638768,SAMN15348696,BRA074
44F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116059 NCBI ENA,SRX8638769,SAMN15348697,BRA074
450F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116058 NCBI ENA,SRX8638770,SAMN15348698,BRA074
450F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116165 NCBI ENA,SRX8638771,SAMN15348699,BRA074
455F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116163 NCBI ENA,SRX8638665,SAMN15348700,BRA074
456F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116162 NCBI ENA,SRX8638666,SAMN15348701,BRA074
456F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116161 NCBI ENA,SRX8638667,SAMN15348702,BRA074
457F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116160 NCBI ENA,SRX8638668,SAMN15348703,BRA074
465F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116159 NCBI ENA,SRX8638669,SAMN15348704,BRA074
465F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116158 NCBI ENA,SRX8638670,SAMN15348705,BRA074
473F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116157 NCBI ENA,SRX8638671,SAMN15348706,BRA074
481F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116156 NCBI ENA,SRX8638672,SAMN15348707,BRA074
489F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116155 NCBI ENA,SRX8638673,SAMN15348708,BRA074
48F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116154 NCBI ENA,SRX8638674,SAMN15348709,BRA074
493F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116152 NCBI ENA,SRX8638676,SAMN15348710,BRA074
493F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116151 NCBI ENA,SRX8638677,SAMN15348711,BRA074
495F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116150 NCBI ENA,SRX8638678,SAMN15348712,BRA074
495F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116149 NCBI ENA,SRX8638679,SAMN15348713,BRA074
498F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116148 NCBI ENA,SRX8638680,SAMN15348714,BRA074
498F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116147 NCBI ENA,SRX8638681,SAMN15348715,BRA074
49F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116146 NCBI ENA,SRX8638682,SAMN15348716,BRA074
4F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116145 NCBI ENA,SRX8638683,SAMN15348717,BRA074
4F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116144 NCBI ENA,SRX8638684,SAMN15348718,BRA074
500F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116143 NCBI ENA,SRX8638685,SAMN15348719,BRA074
502F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116141 NCBI ENA,SRX8638687,SAMN15348720,BRA074
503F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116140 NCBI ENA,SRX8638688,SAMN15348721,BRA074
506F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116139 NCBI ENA,SRX8638689,SAMN15348722,BRA074
510F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116138 NCBI ENA,SRX8638690,SAMN15348723,BRA074
511F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116137 NCBI ENA,SRX8638691,SAMN15348724,BRA074
513F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116136 NCBI ENA,SRX8638692,SAMN15348725,BRA074
515F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116135 NCBI ENA,SRX8638693,SAMN15348726,BRA074
516F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116134 NCBI ENA,SRX8638694,SAMN15348727,BRA074
519F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116133 NCBI ENA,SRX8638695,SAMN15348728,BRA074
51F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116132 NCBI ENA,SRX8638696,SAMN15348729,BRA074
520F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116130 NCBI ENA,SRX8638698,SAMN15348730,BRA074
522F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116348 NCBI ENA,SRX8638699,SAMN15348731,BRA074
523F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116347 NCBI ENA,SRX8638482,SAMN15348732,BRA074
526F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116346 NCBI ENA,SRX8638483,SAMN15348733,BRA074
527F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116345 NCBI ENA,SRX8638484,SAMN15348734,BRA074
529F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116344 NCBI ENA,SRX8638485,SAMN15348735,BRA074
529F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116343 NCBI ENA,SRX8638486,SAMN15348736,BRA074
531F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116342 NCBI ENA,SRX8638487,SAMN15348737,BRA074
539F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116341 NCBI ENA,SRX8638488,SAMN15348738,BRA074
540F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116340 NCBI ENA,SRX8638489,SAMN15348739,BRA074
541F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116338 NCBI ENA,SRX8638491,SAMN15348740,BRA074
542F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116337 NCBI ENA,SRX8638492,SAMN15348741,BRA074
542F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116336 NCBI ENA,SRX8638493,SAMN15348742,BRA074
543F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116335 NCBI ENA,SRX8638494,SAMN15348743,BRA074
544F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116334 NCBI ENA,SRX8638495,SAMN15348744,BRA074
546F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116333 NCBI ENA,SRX8638496,SAMN15348745,BRA074
548F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116332 NCBI ENA,SRX8638497,SAMN15348746,BRA074
548F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116331 NCBI ENA,SRX8638498,SAMN15348747,BRA074
549F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116330 NCBI ENA,SRX8638499,SAMN15348748,BRA074
551F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116329 NCBI ENA,SRX8638500,SAMN15348749,BRA074
552F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116327 NCBI ENA,SRX8638502,SAMN15348750,BRA074
554F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116326 NCBI ENA,SRX8638503,SAMN15348751,BRA074
555F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116325 NCBI ENA,SRX8638504,SAMN15348752,BRA074
556F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116324 NCBI ENA,SRX8638505,SAMN15348753,BRA074
557F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116323 NCBI ENA,SRX8638506,SAMN15348754,BRA074
560F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116322 NCBI ENA,SRX8638507,SAMN15348755,BRA074
568F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116321 NCBI ENA,SRX8638508,SAMN15348756,BRA074
56F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116320 NCBI ENA,SRX8638509,SAMN15348757,BRA074
570F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116319 NCBI ENA,SRX8638510,SAMN15348758,BRA074
571F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116318 NCBI ENA,SRX8638511,SAMN15348759,BRA074
574F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116316 NCBI ENA,SRX8638513,SAMN15348760,BRA074
575F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116315 NCBI ENA,SRX8638514,SAMN15348761,BRA074
576F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116314 NCBI ENA,SRX8638515,SAMN15348762,BRA074
576F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116313 NCBI ENA,SRX8638516,SAMN15348763,BRA074
583F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116388 NCBI ENA,SRX8638517,SAMN15348764,BRA074
587F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116387 NCBI ENA,SRX8639024,SAMN15348765,BRA074
593F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116386 NCBI ENA,SRX8639025,SAMN15348766,BRA074
595F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116385 NCBI ENA,SRX8639026,SAMN15348767,BRA074
597F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116384 NCBI ENA,SRX8639027,SAMN15348768,BRA074
597F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116383 NCBI ENA,SRX8639028,SAMN15348769,BRA074
